# x
0.000000000000000000e+00 3.271484375000000000e-01
0.000000000000000000e+00 3.320312500000000000e-01
0.000000000000000000e+00 1.318359375000000000e-01
0.000000000000000000e+00 2.246093750000000000e-01
0.000000000000000000e+00 2.392578125000000000e-01
0.000000000000000000e+00 4.833984375000000000e-01
0.000000000000000000e+00 2.929687500000000000e-02
0.000000000000000000e+00 7.324218750000000000e-02
0.000000000000000000e+00 3.515625000000000000e-01
0.000000000000000000e+00 3.076171875000000000e-01
0.000000000000000000e+00 4.687500000000000000e-01
0.000000000000000000e+00 2.685546875000000000e-01
0.000000000000000000e+00 1.562500000000000000e-01
0.000000000000000000e+00 1.855468750000000000e-01
0.000000000000000000e+00 2.832031250000000000e-01
0.000000000000000000e+00 3.369140625000000000e-01
0.000000000000000000e+00 6.835937500000000000e-02
0.000000000000000000e+00 1.464843750000000000e-02
0.000000000000000000e+00 1.367187500000000000e-01
0.000000000000000000e+00 7.812500000000000000e-02
0.000000000000000000e+00 4.931640625000000000e-01
0.000000000000000000e+00 3.222656250000000000e-01
0.000000000000000000e+00 2.539062500000000000e-01
0.000000000000000000e+00 4.150390625000000000e-01
0.000000000000000000e+00 5.859375000000000000e-02
0.000000000000000000e+00 1.074218750000000000e-01
0.000000000000000000e+00 1.513671875000000000e-01
0.000000000000000000e+00 9.765625000000000000e-02
0.000000000000000000e+00 2.929687500000000000e-01
0.000000000000000000e+00 3.808593750000000000e-01
0.000000000000000000e+00 3.417968750000000000e-02
0.000000000000000000e+00 5.371093750000000000e-02
0.000000000000000000e+00 1.269531250000000000e-01
0.000000000000000000e+00 2.099609375000000000e-01
0.000000000000000000e+00 4.736328125000000000e-01
0.000000000000000000e+00 8.789062500000000000e-02
0.000000000000000000e+00 4.052734375000000000e-01
0.000000000000000000e+00 1.806640625000000000e-01
0.000000000000000000e+00 3.027343750000000000e-01
0.000000000000000000e+00 2.587890625000000000e-01
0.000000000000000000e+00 4.541015625000000000e-01
0.000000000000000000e+00 4.785156250000000000e-01
0.000000000000000000e+00 1.904296875000000000e-01
0.000000000000000000e+00 2.441406250000000000e-01
0.000000000000000000e+00 3.906250000000000000e-02
0.000000000000000000e+00 1.025390625000000000e-01
0.000000000000000000e+00 1.708984375000000000e-01
0.000000000000000000e+00 2.343750000000000000e-01
0.000000000000000000e+00 3.564453125000000000e-01
0.000000000000000000e+00 4.394531250000000000e-02
0.000000000000000000e+00 1.220703125000000000e-01
0.000000000000000000e+00 2.050781250000000000e-01
0.000000000000000000e+00 2.490234375000000000e-01
0.000000000000000000e+00 3.613281250000000000e-01
0.000000000000000000e+00 3.906250000000000000e-01
0.000000000000000000e+00 9.277343750000000000e-02
0.000000000000000000e+00 2.636718750000000000e-01
0.000000000000000000e+00 2.197265625000000000e-01
0.000000000000000000e+00 2.783203125000000000e-01
0.000000000000000000e+00 3.759765625000000000e-01
0.000000000000000000e+00 3.857421875000000000e-01
0.000000000000000000e+00 2.294921875000000000e-01
0.000000000000000000e+00 1.464843750000000000e-01
0.000000000000000000e+00 4.443359375000000000e-01
0.000000000000000000e+00 4.394531250000000000e-01
0.000000000000000000e+00 3.271484375000000000e-01
0.000000000000000000e+00 3.320312500000000000e-01
0.000000000000000000e+00 1.318359375000000000e-01
0.000000000000000000e+00 2.246093750000000000e-01
0.000000000000000000e+00 2.392578125000000000e-01
0.000000000000000000e+00 4.833984375000000000e-01
0.000000000000000000e+00 2.929687500000000000e-02
0.000000000000000000e+00 7.324218750000000000e-02
0.000000000000000000e+00 3.515625000000000000e-01
0.000000000000000000e+00 3.076171875000000000e-01
0.000000000000000000e+00 4.687500000000000000e-01
0.000000000000000000e+00 2.685546875000000000e-01
0.000000000000000000e+00 1.562500000000000000e-01
0.000000000000000000e+00 1.855468750000000000e-01
0.000000000000000000e+00 2.832031250000000000e-01
0.000000000000000000e+00 3.369140625000000000e-01
0.000000000000000000e+00 6.835937500000000000e-02
0.000000000000000000e+00 1.464843750000000000e-02
0.000000000000000000e+00 1.367187500000000000e-01
0.000000000000000000e+00 7.812500000000000000e-02
0.000000000000000000e+00 4.931640625000000000e-01
0.000000000000000000e+00 3.222656250000000000e-01
0.000000000000000000e+00 2.539062500000000000e-01
0.000000000000000000e+00 4.150390625000000000e-01
0.000000000000000000e+00 5.859375000000000000e-02
0.000000000000000000e+00 1.074218750000000000e-01
0.000000000000000000e+00 1.513671875000000000e-01
0.000000000000000000e+00 9.765625000000000000e-02
0.000000000000000000e+00 2.929687500000000000e-01
0.000000000000000000e+00 3.808593750000000000e-01
0.000000000000000000e+00 3.417968750000000000e-02
0.000000000000000000e+00 5.371093750000000000e-02
0.000000000000000000e+00 1.269531250000000000e-01
0.000000000000000000e+00 2.099609375000000000e-01
0.000000000000000000e+00 4.736328125000000000e-01
0.000000000000000000e+00 8.789062500000000000e-02
0.000000000000000000e+00 4.052734375000000000e-01
0.000000000000000000e+00 1.806640625000000000e-01
0.000000000000000000e+00 3.027343750000000000e-01
0.000000000000000000e+00 2.587890625000000000e-01
0.000000000000000000e+00 4.541015625000000000e-01
0.000000000000000000e+00 4.785156250000000000e-01
0.000000000000000000e+00 1.904296875000000000e-01
0.000000000000000000e+00 2.441406250000000000e-01
0.000000000000000000e+00 3.906250000000000000e-02
0.000000000000000000e+00 1.025390625000000000e-01
0.000000000000000000e+00 1.708984375000000000e-01
0.000000000000000000e+00 2.343750000000000000e-01
0.000000000000000000e+00 3.564453125000000000e-01
0.000000000000000000e+00 4.394531250000000000e-02
0.000000000000000000e+00 1.220703125000000000e-01
0.000000000000000000e+00 2.050781250000000000e-01
0.000000000000000000e+00 2.490234375000000000e-01
0.000000000000000000e+00 3.613281250000000000e-01
0.000000000000000000e+00 3.906250000000000000e-01
0.000000000000000000e+00 9.277343750000000000e-02
0.000000000000000000e+00 2.636718750000000000e-01
0.000000000000000000e+00 2.197265625000000000e-01
0.000000000000000000e+00 2.783203125000000000e-01
0.000000000000000000e+00 3.759765625000000000e-01
0.000000000000000000e+00 3.857421875000000000e-01
0.000000000000000000e+00 2.294921875000000000e-01
0.000000000000000000e+00 1.464843750000000000e-01
0.000000000000000000e+00 4.443359375000000000e-01
0.000000000000000000e+00 4.394531250000000000e-01
9.277343750000000000e-02 0.000000000000000000e+00
1.052158832550048828e+00 1.930788904428482056e-01
1.960937500000000000e+00 5.000000000000000000e-01
2.001953125000000000e-01 0.000000000000000000e+00
2.587890625000000000e-01 0.000000000000000000e+00
1.835937500000000000e+00 0.000000000000000000e+00
9.950917363166809082e-01 1.999397724866867065e-01
1.198495864868164062e+00 2.448213659226894379e-02
3.613281250000000000e-01 0.000000000000000000e+00
2.519531250000000000e-01 5.000000000000000000e-01
8.056992292404174805e-01 4.740469902753829956e-02
1.199815511703491211e+00 8.587651886045932770e-03
2.441406250000000000e-02 0.000000000000000000e+00
1.445312500000000000e+00 0.000000000000000000e+00
4.667968750000000000e-01 5.000000000000000000e-01
6.132812500000000000e-01 5.000000000000000000e-01
5.908203125000000000e-01 0.000000000000000000e+00
1.199759125709533691e+00 9.813535027205944061e-03
1.037813782691955566e+00 1.963927745819091797e-01
4.882812500000000000e-03 0.000000000000000000e+00
1.177527904510498047e+00 9.210774302482604980e-02
7.597656250000000000e-01 5.000000000000000000e-01
1.139675259590148926e+00 1.431461721658706665e-01
8.019883632659912109e-01 2.813161723315715790e-02
1.430664062500000000e+00 0.000000000000000000e+00
6.914062500000000000e-01 5.000000000000000000e-01
2.441406250000000000e-01 0.000000000000000000e+00
5.009765625000000000e-01 5.000000000000000000e-01
1.855468750000000000e-01 0.000000000000000000e+00
8.501726984977722168e-01 1.324831396341323853e-01
3.222656250000000000e-01 0.000000000000000000e+00
9.111755490303039551e-01 1.791932433843612671e-01
1.015936493873596191e+00 1.993640661239624023e-01
6.181640625000000000e-01 5.000000000000000000e-01
1.616210937500000000e+00 0.000000000000000000e+00
8.075757026672363281e-01 5.452426895499229431e-02
2.783203125000000000e-01 0.000000000000000000e+00
8.125321865081787109e-01 6.968373060226440430e-02
1.062500000000000000e+00 5.000000000000000000e-01
1.570312500000000000e+00 5.000000000000000000e-01
1.376953125000000000e+00 0.000000000000000000e+00
9.840635061264038086e-01 1.993640512228012085e-01
1.443359375000000000e+00 5.000000000000000000e-01
